record_id,action_label,episode_count,mean_regret,p90_regret,Set_accuracy,NoMove_accuracy,SafeOracle_accuracy,headroom_capture,catastrophic_ratio
babel_val_09870_001,walk,71,0.7700868574233617,2.069217681934788,0.7464788732394366,0.4084507042253521,0.9154929577464789,0.8409158715537436,0.028169014084507043
babel_val_01225_002,a pose,71,0.7473292680237518,1.1056461334228516,0.8732394366197183,0.5774647887323944,0.9577464788732394,0.8992999270452628,0.014084507042253521
babel_val_06452_002,move up/down incline,71,0.7342294200561692,2.283960744738579,0.647887323943662,0.2676056338028169,0.8732394366197183,0.8845889941204059,0.0
babel_val_05026_007,t pose,71,0.7266232013564846,2.336930274963379,0.8591549295774648,0.5633802816901409,0.9859154929577465,0.8862520918200695,0.028169014084507043
babel_val_04396_000,jog,71,0.7204382338871137,2.8888720273971558,0.8450704225352113,0.5211267605633803,0.9859154929577465,0.8983986957983756,0.028169014084507043
babel_val_04539_007,move up/down incline,71,0.7143369313854561,2.0958134522661567,0.8309859154929577,0.4084507042253521,0.9577464788732394,0.8737400355402202,0.014084507042253521
babel_val_12470_006,jog,71,0.7087799245284317,2.6612128019842203,0.7746478873239436,0.49295774647887325,0.9436619718309859,0.8969104446493019,0.0
babel_val_04276_001,t pose,71,0.7079086370377125,3.347665011882782,0.8591549295774648,0.647887323943662,1.0,0.8774320148086964,0.0
babel_val_00611_001,t pose,71,0.6838951590334327,3.2558882284283754,0.8591549295774648,0.6338028169014085,0.9859154929577465,0.8058210150228985,0.028169014084507043
babel_val_09817_000,t pose,71,0.6829791376151978,1.0000786790005805,0.8873239436619719,0.6197183098591549,0.9577464788732394,0.8353728743494957,0.014084507042253521
babel_val_10675_006,move up/down incline,71,0.6489612775362229,2.527926683426017,0.6338028169014085,0.29577464788732394,0.8591549295774648,0.9098520177199301,0.0
babel_val_10931_007,t pose,71,0.6413790445706142,2.468872606754303,0.7887323943661971,0.676056338028169,0.9859154929577465,0.8162607479288276,0.014084507042253521
babel_val_04539_010,move up/down incline,71,0.6409198752119346,2.489299774169922,0.8450704225352113,0.38028169014084506,0.971830985915493,0.8942999395035172,0.0
babel_val_04572_003,stand up,71,0.6343146178225058,1.2946221828460693,0.8591549295774648,0.6338028169014085,0.971830985915493,0.9302286559973154,0.014084507042253521
babel_val_06537_000,move up/down incline,71,0.6176674849336244,1.8187601566314697,0.8450704225352113,0.39436619718309857,0.9436619718309859,0.89948945361498,0.014084507042253521
babel_val_01511_000,t pose,71,0.6170084360262936,0.5212087631643954,0.8873239436619719,0.6901408450704225,0.9859154929577465,0.8725456291710304,0.028169014084507043
babel_val_00906_004,walk,71,0.5846843357225815,1.8616957435151562,0.7323943661971831,0.43661971830985913,0.9014084507042254,0.912808979340011,0.014084507042253521
babel_val_10294_000,jog,71,0.5793286781989163,2.524836918892106,0.8450704225352113,0.4647887323943662,1.0,0.9331911604849764,0.0
babel_val_00826_002,a pose,71,0.5764062441137315,1.3659929716959596,0.8309859154929577,0.5774647887323944,0.971830985915493,0.9144049830009758,0.0
babel_val_07743_007,sit,71,0.5681973156114394,0.4527394915930927,0.9436619718309859,0.7183098591549296,1.0,0.8385963475328773,0.028169014084507043
babel_val_13164_000,walk,71,0.5672443842646816,1.262799933552742,0.8591549295774648,0.5633802816901409,0.971830985915493,0.9042055089576689,0.014084507042253521
babel_val_09107_000,crawl,71,0.558723519566882,1.7847693972289562,0.7464788732394366,0.4084507042253521,0.9014084507042254,0.8816319158580586,0.0
babel_val_07929_000,jump,71,0.5581518872010061,2.0761340856552124,0.8309859154929577,0.5915492957746479,0.971830985915493,0.8813508706832847,0.014084507042253521
babel_val_11937_000,sit,71,0.557655883276937,1.363421442823892,0.8309859154929577,0.647887323943662,0.971830985915493,0.78892605089049,0.014084507042253521
babel_val_12356_000,t pose,71,0.5524300544152888,2.3028239181730896,0.8450704225352113,0.5774647887323944,0.971830985915493,0.9687741310963313,0.0
babel_val_05566_001,a pose,71,0.5393399681861811,0.034572090999972716,0.9154929577464789,0.647887323943662,0.971830985915493,0.8719932145806898,0.014084507042253521
babel_val_05011_002,jog,71,0.5294508191704378,1.1236580612785474,0.8450704225352113,0.4647887323943662,0.9577464788732394,0.9287583310937753,0.014084507042253521
babel_val_05473_003,a pose,71,0.5286759979966272,0.40054878592627574,0.9014084507042254,0.6901408450704225,0.9859154929577465,0.926324823387077,0.014084507042253521
